Identifier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Risk.Score,Event.Count,Flag
Beech-56TC,4.0,4.0,1.0,12.0,3300.0,8,10 or less events
CESSNA-650,6.0,1.0,0.0,19.0,3300.0,6,10 or less events
Grumman-G-73,1.0,6.0,10.0,27.0,3300.0,4,5 or less events
Mcdonnell Douglas-369FF,6.0,1.0,0.0,0.0,3300.0,2,5 or less events
Robinson-R-44,6.0,0.0,3.0,11.0,3300.0,8,10 or less events
Aerostar-S-60A,4.0,4.0,1.0,16.0,3300.0,6,10 or less events
Balloon Works-FIREFLY 8B,3.0,5.0,3.0,8.0,3300.0,6,10 or less events
BOEING-A75N1(PT17),2.0,6.0,5.0,42.0,3300.0,30,Sufficient Data
Beech-V-35,5.0,2.0,2.0,2.0,3300.0,5,5 or less events
BEECH-V35A,6.0,1.0,0.0,4.0,3300.0,8,10 or less events
CESSNA-U206E,3.0,6.0,0.0,5.0,3300.0,5,5 or less events
Bell-206B-3,3.0,5.0,3.0,14.0,3300.0,12,Sufficient Data
Taylorcraft-BL-65,2.0,5.0,8.0,9.0,3300.0,13,Sufficient Data
PIPER-PA 28-235,5.0,3.0,0.0,5.0,3400.0,7,10 or less events
CESSNA-182D,4.0,4.0,2.0,22.0,3400.0,16,Sufficient Data
CESSNA-182J,1.0,9.0,2.0,21.0,3400.0,15,Sufficient Data
Avian-MAGNUM IX,1.0,7.0,8.0,0.0,3400.0,2,5 or less events
PARTENAVIA-P68,5.0,2.0,3.0,0.0,3400.0,3,5 or less events
QUAD CITY-CHALLENGER,5.0,1.0,6.0,1.0,3400.0,9,10 or less events
Bushby-MUSTANG II,5.0,2.0,3.0,4.0,3400.0,8,10 or less events
Mooney-M20M,5.0,3.0,0.0,15.0,3400.0,12,Sufficient Data
Boeing-A75,2.0,5.0,9.0,20.0,3400.0,20,Sufficient Data
Piper-PA-36-285,4.0,4.0,2.0,14.0,3400.0,24,Sufficient Data
Aeronca-7BCM,4.0,3.0,5.0,19.0,3400.0,21,Sufficient Data
Cessna-A188,4.0,4.0,2.0,13.0,3400.0,23,Sufficient Data
Beech-95B55,6.0,1.0,1.0,2.0,3400.0,5,5 or less events
Piper-PA-12-150,6.0,1.0,2.0,4.0,3500.0,8,10 or less events
Boeing-727-231,4.0,0.0,15.0,1025.0,3500.0,9,10 or less events
BELL HELICOPTER TEXTRON CANADA-407,5.0,2.0,4.0,9.0,3500.0,10,10 or less events
Cessna-501,7.0,0.0,0.0,29.0,3500.0,13,Sufficient Data
Cessna-TU-206F,4.0,4.0,3.0,1.0,3500.0,3,5 or less events
BEECH-F33,7.0,0.0,0.0,13.0,3500.0,9,10 or less events
Ercoupe-415-C,4.0,3.0,6.0,11.0,3500.0,15,Sufficient Data
Piper-PA31T,7.0,0.0,0.0,0.0,3500.0,3,5 or less events
Cessna-A150M,4.0,4.0,3.0,19.0,3500.0,18,Sufficient Data
Learjet-23,7.0,0.0,0.0,16.0,3500.0,8,10 or less events
GRUMMAN AMERICAN AVN. CORP.-AA-1B,4.0,5.0,0.0,3.0,3500.0,7,10 or less events
BEECH-B100,7.0,0.0,0.0,9.0,3500.0,7,10 or less events
Grumman-G-1159,7.0,0.0,0.0,4.0,3500.0,2,5 or less events
Gates Learjet-24D,7.0,0.0,0.0,11.0,3500.0,3,5 or less events
LEARJET-25,7.0,0.0,0.0,9.0,3500.0,4,5 or less events
Mitsubishi-MU-2B-25,7.0,0.0,0.0,9.0,3500.0,6,10 or less events
Bell-206-L1,3.0,4.0,8.0,0.0,3500.0,6,10 or less events
Mooney-MO-20J,7.0,0.0,0.0,0.0,3500.0,2,5 or less events
Aerospatiale-AS 355F,7.0,0.0,0.0,0.0,3500.0,2,5 or less events
Piper-PA22,2.0,6.0,7.0,23.0,3500.0,24,Sufficient Data
Cessna-T-210N,5.0,1.0,7.0,7.0,3500.0,10,10 or less events
PIPER-PA-28RT-201T,7.0,0.0,0.0,12.0,3500.0,9,10 or less events
Cirrus Design Corporation-SR22,6.0,1.0,2.0,4.0,3500.0,5,5 or less events
GULFSTREAM AEROSPACE-G IV,7.0,0.0,0.0,9.0,3500.0,3,5 or less events
AMERICAN CHAMPION AIRCRAFT-7GCBC,5.0,3.0,1.0,14.0,3500.0,13,Sufficient Data
CESSNA-560XL,7.0,0.0,0.0,77.0,3500.0,20,Sufficient Data
CESSNA-320D,7.0,0.0,0.0,0.0,3500.0,3,5 or less events
CESSNA-A188B,4.0,4.0,3.0,20.0,3500.0,32,Sufficient Data
Airbus Industrie-A-300-600R,0.0,0.0,35.0,424.0,3500.0,2,5 or less events
CESSNA-310H,7.0,0.0,0.0,0.0,3500.0,2,5 or less events
Rockwell-500-S,7.0,0.0,0.0,8.0,3500.0,4,5 or less events
Ryan-NAVION B,6.0,1.0,3.0,3.0,3600.0,5,5 or less events
SIKORSKY-S92,7.0,0.0,1.0,69.0,3600.0,13,Sufficient Data
PIPER-PA-22-135,4.0,3.0,7.0,16.0,3600.0,15,Sufficient Data
Piper-AEROSTAR 600,6.0,0.0,6.0,5.0,3600.0,7,10 or less events
Christen Industries-EAGLE II,7.0,0.0,1.0,2.0,3600.0,6,10 or less events
RAYTHEON AIRCRAFT COMPANY-C90A,6.0,2.0,0.0,6.0,3600.0,3,5 or less events
Vans-RV6,2.0,7.0,5.0,0.0,3600.0,8,10 or less events
Piper-PA-32-260B,6.0,2.0,0.0,0.0,3600.0,2,5 or less events
Mitsubishi-MU-2B-35,5.0,2.0,5.0,15.0,3600.0,11,Sufficient Data
BOEING-767 322,0.0,11.0,3.0,666.0,3600.0,4,5 or less events
HUGHES-OH-6A,5.0,3.0,2.0,2.0,3600.0,6,10 or less events
Cessna-172R,5.0,3.0,2.0,37.0,3600.0,31,Sufficient Data
Cessna-U206E,6.0,1.0,3.0,11.0,3600.0,8,10 or less events
MCDONNELL DOUGLAS-MD11,5.0,2.0,5.0,26.0,3600.0,11,Sufficient Data
Boeing-737,0.0,7.0,15.0,4160.0,3600.0,46,Sufficient Data
BELL-UH-1B,7.0,0.0,1.0,3.0,3600.0,5,5 or less events
Piccard-AX-6,5.0,3.0,2.0,5.0,3600.0,7,10 or less events
Grumman-AA5A,6.0,2.0,1.0,1.0,3700.0,5,5 or less events
Piper-PA-46,6.0,1.0,4.0,68.0,3700.0,13,Sufficient Data
Beech-B95A,7.0,0.0,2.0,2.0,3700.0,6,10 or less events
Cessna-210G,4.0,4.0,5.0,11.0,3700.0,12,Sufficient Data
Airbus Industrie-A300B4-605R,1.0,4.0,20.0,273.0,3700.0,2,5 or less events
Cessna-172XP,6.0,1.0,4.0,34.0,3700.0,24,Sufficient Data
Beech-A23A,5.0,3.0,3.0,26.0,3700.0,22,Sufficient Data
AIR TRACTOR INC-AT 502B,5.0,3.0,3.0,9.0,3700.0,19,Sufficient Data
CESSNA-P206,4.0,5.0,2.0,5.0,3700.0,5,5 or less events
Cessna-152II,2.0,7.0,6.0,43.0,3700.0,38,Sufficient Data
BELL-OH-58,2.0,9.0,0.0,3.0,3700.0,5,5 or less events
I.c.a. Brasov-IS-28B2,2.0,8.0,3.0,16.0,3700.0,16,Sufficient Data
Robinson-R44 II,2.0,9.0,0.0,15.0,3700.0,9,10 or less events
Taylorcraft-BC-65,5.0,3.0,4.0,5.0,3800.0,11,Sufficient Data
Rockwell-114A,7.0,1.0,0.0,0.0,3800.0,3,5 or less events
Raven-S55A,0.0,11.0,5.0,16.0,3800.0,11,Sufficient Data
BEECH-M35,7.0,1.0,0.0,4.0,3800.0,5,5 or less events
CESSNA-U206 - G,7.0,1.0,0.0,2.0,3800.0,3,5 or less events
Piper-PA-32R,3.0,5.0,8.0,41.0,3800.0,21,Sufficient Data
MCDONNELL DOUGLAS HELICOPTER-369E,3.0,4.0,11.0,25.0,3800.0,20,Sufficient Data
BOEING-737 824,0.0,12.0,2.0,248.0,3800.0,2,5 or less events
Cessna-411A,7.0,0.0,3.0,3.0,3800.0,5,5 or less events
Beech-E35,2.0,7.0,7.0,15.0,3800.0,13,Sufficient Data
Cessna-U206C,7.0,1.0,0.0,2.0,3800.0,5,5 or less events
Enstrom-F28C,4.0,5.0,3.0,10.0,3800.0,16,Sufficient Data
Ercoupe (eng & Research Corp.)-415-D,5.0,2.0,7.0,3.0,3800.0,10,10 or less events
Piper-PA32RT,7.0,1.0,0.0,19.0,3800.0,10,10 or less events
Cessna-T210K,3.0,4.0,11.0,15.0,3800.0,10,10 or less events
PIPER-PA 28R-180,7.0,1.0,0.0,2.0,3800.0,5,5 or less events
PIPER-PA 28R-201T,6.0,2.0,2.0,8.0,3800.0,6,10 or less events
Bell-206L4,6.0,2.0,2.0,5.0,3800.0,5,5 or less events
CESSNA-177A,4.0,6.0,0.0,2.0,3800.0,5,5 or less events
PIPER-PA-34-220T,7.0,1.0,0.0,10.0,3800.0,9,10 or less events
BEECH-35-B33,2.0,9.0,2.0,4.0,3900.0,8,10 or less events
De Havilland-DHC-8,0.0,4.0,27.0,60.0,3900.0,4,5 or less events
Maule-M-5-210C,6.0,3.0,0.0,23.0,3900.0,16,Sufficient Data
TAYLORCRAFT-BC12-D,2.0,9.0,2.0,14.0,3900.0,18,Sufficient Data
Cessna-172 M,4.0,4.0,7.0,35.0,3900.0,24,Sufficient Data
Aero Commander-685,6.0,2.0,3.0,8.0,3900.0,7,10 or less events
American-AA-1,1.0,7.0,13.0,10.0,3900.0,20,Sufficient Data
PIPER-PA24,5.0,4.0,2.0,22.0,3900.0,18,Sufficient Data
CESSNA-F150,7.0,1.0,1.0,2.0,3900.0,5,5 or less events
Beech-55,6.0,2.0,3.0,55.0,3900.0,31,Sufficient Data
Navion-G,5.0,4.0,2.0,6.0,3900.0,10,10 or less events
RAYTHEON-HAWKER,7.0,1.0,1.0,3.0,3900.0,4,5 or less events
Grumman-schweizer-G-164B,4.0,5.0,4.0,25.0,3900.0,36,Sufficient Data
Hughes-369,5.0,4.0,2.0,10.0,3900.0,12,Sufficient Data
Beech-F-33A,5.0,3.0,5.0,9.0,3900.0,10,10 or less events
Bell-206-B3,6.0,1.0,6.0,5.0,3900.0,8,10 or less events
EUROCOPTER-EC130,5.0,4.0,2.0,14.0,3900.0,6,10 or less events
Britten-norman-BN-2,8.0,0.0,0.0,9.0,4000.0,2,5 or less events
Schleicher-ASW-20,4.0,6.0,2.0,11.0,4000.0,18,Sufficient Data
CESSNA-U206C,8.0,0.0,0.0,5.0,4000.0,5,5 or less events
BEECH-95B55,8.0,0.0,0.0,9.0,4000.0,8,10 or less events
CESSNA-206H,8.0,0.0,0.0,3.0,4000.0,5,5 or less events
AEROSPATIALE-AS355,8.0,0.0,0.0,1.0,4000.0,4,5 or less events
Beech-E55,7.0,0.0,5.0,11.0,4000.0,16,Sufficient Data
CESSNA-182R,7.0,1.0,2.0,12.0,4000.0,14,Sufficient Data
Cameron-V-77,2.0,8.0,6.0,10.0,4000.0,11,Sufficient Data
Cessna-320B,7.0,1.0,2.0,13.0,4000.0,9,10 or less events
AGUSTA-A119,8.0,0.0,0.0,8.0,4000.0,4,5 or less events
Boeing-727,2.0,5.0,15.0,2106.0,4000.0,17,Sufficient Data
ROCKWELL-690,8.0,0.0,0.0,6.0,4000.0,5,5 or less events
Beech-B-35,8.0,0.0,0.0,15.0,4000.0,9,10 or less events
SOCATA-TB20,8.0,0.0,0.0,1.0,4000.0,4,5 or less events
Bell-206L-4,8.0,0.0,0.0,2.0,4000.0,3,5 or less events
Beech-B19,5.0,2.0,9.0,47.0,4000.0,36,Sufficient Data
Beech-BE-200,8.0,0.0,0.0,22.0,4000.0,7,10 or less events
BELL HELICOPTER-407,8.0,0.0,0.0,4.0,4000.0,3,5 or less events
Ercoupe (eng & Research Corp.)-415C,5.0,3.0,6.0,22.0,4000.0,23,Sufficient Data
PIPER-PA 46-310P,8.0,0.0,0.0,1.0,4000.0,4,5 or less events
LOCKHEED-P2V-7,8.0,0.0,0.0,0.0,4000.0,3,5 or less events
PIPER-PA-32-301T,8.0,0.0,0.0,1.0,4000.0,3,5 or less events
PIPER-PA-28RT-201,6.0,3.0,1.0,7.0,4000.0,9,10 or less events
EMBRAER-EMB711,8.0,0.0,0.0,0.0,4000.0,3,5 or less events
MD HELICOPTER-369,7.0,0.0,5.0,18.0,4000.0,13,Sufficient Data
PIPER-PA-18-135,4.0,6.0,2.0,14.0,4000.0,19,Sufficient Data
Air Tractor-AT502,6.0,3.0,1.0,10.0,4000.0,20,Sufficient Data
Aero Commander-681,8.0,0.0,0.0,15.0,4000.0,5,5 or less events
Lockheed-PV-2,8.0,0.0,0.0,9.0,4000.0,4,5 or less events
PIPER-PA 23-250,6.0,3.0,2.0,5.0,4100.0,6,10 or less events
Mbb-BO-105S,6.0,2.0,5.0,14.0,4100.0,10,10 or less events
EUROCOPTER-EC120B,7.0,2.0,0.0,5.0,4100.0,6,10 or less events
Rockwell-112A,5.0,4.0,4.0,26.0,4100.0,17,Sufficient Data
Robinson-R22A,6.0,2.0,5.0,18.0,4100.0,17,Sufficient Data
CESSNA-182F,4.0,7.0,0.0,18.0,4100.0,12,Sufficient Data
PIPER-PA-24-260,6.0,2.0,5.0,21.0,4100.0,19,Sufficient Data
Swearingen-SA-26AT,4.0,5.0,6.0,13.0,4100.0,11,Sufficient Data
Raven-S-60A,1.0,9.0,9.0,23.0,4100.0,13,Sufficient Data
BELLANCA-17-30A,5.0,3.0,7.0,18.0,4100.0,21,Sufficient Data
AEROSPATIALE-AS350,8.0,0.0,1.0,13.0,4100.0,11,Sufficient Data
SIKORSKY-S-76C,8.0,0.0,1.0,8.0,4100.0,4,5 or less events
Bell-47G-5,4.0,5.0,7.0,19.0,4200.0,29,Sufficient Data
Boeing-727-223,0.0,4.0,30.0,1814.0,4200.0,17,Sufficient Data
Aeronca-7CCM,7.0,2.0,1.0,3.0,4200.0,8,10 or less events
Piper-PA-25-150,5.0,5.0,2.0,3.0,4200.0,13,Sufficient Data
Gates Learjet-25D,7.0,1.0,4.0,8.0,4200.0,4,5 or less events
Cessna-P210R,7.0,2.0,1.0,2.0,4200.0,7,10 or less events
Beech-33,6.0,2.0,6.0,15.0,4200.0,14,Sufficient Data
AIR TRACTOR-AT802,7.0,2.0,1.0,6.0,4200.0,14,Sufficient Data
BELL-206L-3,2.0,10.0,2.0,21.0,4200.0,18,Sufficient Data
MCDONNELL DOUGLAS-MD80,0.0,14.0,0.0,894.0,4200.0,7,10 or less events
Republic-RC-3,3.0,7.0,6.0,16.0,4200.0,18,Sufficient Data
Learjet-45,8.0,0.0,2.0,3.0,4200.0,3,5 or less events
Air Tractor-AT-401,4.0,3.0,13.0,31.0,4200.0,50,Sufficient Data
Mooney-M20D,6.0,2.0,6.0,11.0,4200.0,12,Sufficient Data
CESSNA-402B,6.0,1.0,9.0,12.0,4200.0,12,Sufficient Data
Piper-PA-30-160,8.0,0.0,2.0,11.0,4200.0,8,10 or less events
Beech-S-35,8.0,0.0,3.0,5.0,4300.0,8,10 or less events
Ryan-ST3KR,6.0,2.0,7.0,12.0,4300.0,15,Sufficient Data
Piper-PA28-151,4.0,3.0,14.0,30.0,4300.0,21,Sufficient Data
De Havilland-DHC-2 MARK 1,7.0,1.0,5.0,0.0,4300.0,3,5 or less events
Aerospatiale-AS350B,4.0,6.0,5.0,30.0,4300.0,13,Sufficient Data
Piper-PA18,2.0,10.0,3.0,61.0,4300.0,55,Sufficient Data
Rockwell-690B,7.0,1.0,5.0,10.0,4300.0,8,10 or less events
Douglas-DC-6A,7.0,1.0,5.0,7.0,4300.0,6,10 or less events
CESSNA-182G,3.0,9.0,1.0,10.0,4300.0,12,Sufficient Data
PILATUS AIRCRAFT LTD-PC-12/47E,8.0,1.0,0.0,11.0,4300.0,3,5 or less events
BELL-47G,4.0,6.0,5.0,11.0,4300.0,22,Sufficient Data
Mbb-BO-105CBS,8.0,0.0,3.0,0.0,4300.0,4,5 or less events
Lake-LA-4-250,5.0,5.0,3.0,0.0,4300.0,4,5 or less events
Thorp-T-18,8.0,0.0,3.0,6.0,4300.0,11,Sufficient Data
Cessna-206G,4.0,7.0,3.0,58.0,4400.0,21,Sufficient Data
Cessna-T310R,8.0,1.0,1.0,35.0,4400.0,19,Sufficient Data
Aero Commander-500-B,5.0,6.0,1.0,5.0,4400.0,9,10 or less events
Lockheed-L1011-385-1,0.0,7.0,23.0,629.0,4400.0,2,5 or less events
Let-L-13,4.0,6.0,6.0,56.0,4400.0,47,Sufficient Data
Balloon Works-FIREFLY 8-24,0.0,11.0,11.0,22.0,4400.0,8,10 or less events
AERONCA-11AC,4.0,7.0,3.0,21.0,4400.0,23,Sufficient Data
AIR TRACTOR INC-AT-802A,7.0,1.0,6.0,3.0,4400.0,15,Sufficient Data
CESSNA-172E,3.0,7.0,8.0,8.0,4400.0,13,Sufficient Data
Mcdonnell Douglas-MD-88,2.0,7.0,13.0,1673.0,4400.0,16,Sufficient Data
Boeing-747-422,0.0,3.0,35.0,1684.0,4400.0,5,5 or less events
CESSNA-182H,7.0,3.0,0.0,21.0,4400.0,14,Sufficient Data
GULFSTREAM AEROSPACE-G-IV,4.0,8.0,0.0,31.0,4400.0,4,5 or less events
Cessna-310L,6.0,3.0,5.0,36.0,4400.0,23,Sufficient Data
FLIGHT DESIGN GMBH-CTLS,4.0,7.0,3.0,14.0,4400.0,19,Sufficient Data
Gulfstream American-AA-5B,7.0,1.0,6.0,17.0,4400.0,14,Sufficient Data
Sikorsky-S76,9.0,0.0,0.0,8.0,4500.0,2,5 or less events
CESSNA-560,9.0,0.0,0.0,45.0,4500.0,17,Sufficient Data
MD HELICOPTER-600,6.0,2.0,9.0,1.0,4500.0,5,5 or less events
Bell-47G2,4.0,5.0,10.0,22.0,4500.0,27,Sufficient Data
Beech-400,9.0,0.0,0.0,16.0,4500.0,6,10 or less events
Lake-LA-4,6.0,3.0,6.0,39.0,4500.0,27,Sufficient Data
CESSNA-182K,4.0,8.0,1.0,16.0,4500.0,14,Sufficient Data
Aero Commander-680FL,9.0,0.0,0.0,98.0,4500.0,10,10 or less events
Mitsubishi-MU-2B-36,9.0,0.0,0.0,7.0,4500.0,3,5 or less events
VANS-RV4,7.0,2.0,4.0,3.0,4500.0,12,Sufficient Data
CESSNA-T303,5.0,6.0,2.0,2.0,4500.0,8,10 or less events
PIPER-PA46-500TP,9.0,0.0,0.0,22.0,4500.0,11,Sufficient Data
Piper-PA-28-200,6.0,3.0,6.0,6.0,4500.0,8,10 or less events
PIPER-PA 24-250,6.0,3.0,6.0,17.0,4500.0,15,Sufficient Data
Beech-B-90,8.0,1.0,2.0,0.0,4500.0,2,5 or less events
Beech-A100,7.0,3.0,1.0,184.0,4500.0,12,Sufficient Data
Aero Commander-100-180,6.0,3.0,7.0,16.0,4600.0,13,Sufficient Data
Waco-UPF-7,4.0,3.0,17.0,52.0,4600.0,35,Sufficient Data
Boeing-747-200,4.0,2.0,20.0,2296.0,4600.0,9,10 or less events
Cessna-401A,8.0,2.0,0.0,33.0,4600.0,16,Sufficient Data
Boeing-757-223,0.0,3.0,37.0,784.0,4600.0,6,10 or less events
MOONEY AIRCRAFT CORP.-M20K,7.0,1.0,8.0,24.0,4600.0,27,Sufficient Data
CHAMPION-7ECA,7.0,2.0,5.0,20.0,4600.0,22,Sufficient Data
AMERICAN AVIATION-AA-1A,9.0,0.0,1.0,0.0,4600.0,7,10 or less events
BEECH-95-B55 (T42A),5.0,6.0,3.0,11.0,4600.0,15,Sufficient Data
Challenger-II,6.0,5.0,1.0,1.0,4600.0,5,5 or less events
Beech-E-90,7.0,1.0,8.0,11.0,4600.0,5,5 or less events
Grumman-AA5B,6.0,5.0,2.0,23.0,4700.0,17,Sufficient Data
ROBINSON-R-44,9.0,0.0,2.0,0.0,4700.0,7,10 or less events
PIPER-PA18,5.0,6.0,4.0,34.0,4700.0,35,Sufficient Data
Grumman-G-159,5.0,4.0,10.0,0.0,4700.0,3,5 or less events
CESSNA-150G,3.0,9.0,5.0,29.0,4700.0,29,Sufficient Data
CESSNA-TR182,5.0,6.0,4.0,35.0,4700.0,26,Sufficient Data
Cessna-177A,5.0,2.0,16.0,32.0,4700.0,27,Sufficient Data
Aerospatiale-AS-355F-1,7.0,4.0,1.0,8.0,4800.0,6,10 or less events
PIPER-PA-32R-301,9.0,1.0,0.0,18.0,4800.0,13,Sufficient Data
Boeing-747-200F,9.0,1.0,0.0,11.0,4800.0,5,5 or less events
CESSNA-172H,6.0,3.0,9.0,40.0,4800.0,27,Sufficient Data
Beech-BE-55,7.0,4.0,1.0,14.0,4800.0,12,Sufficient Data
EUROCOPTER-AS 350 BA,9.0,1.0,0.0,4.0,4800.0,4,5 or less events
Beech-35-C33,7.0,3.0,4.0,21.0,4800.0,15,Sufficient Data
Aerospatiale-SA315B,3.0,7.0,12.0,3.0,4800.0,16,Sufficient Data
Dassault-FALCON 50,8.0,2.0,2.0,0.0,4800.0,2,5 or less events
EMBRAER-EMB820,9.0,1.0,0.0,1.0,4800.0,2,5 or less events
Maule-M-5,7.0,2.0,7.0,33.0,4800.0,24,Sufficient Data
CESSNA-120,5.0,7.0,3.0,38.0,4900.0,38,Sufficient Data
PIPER-PA 28R-200,4.0,9.0,2.0,17.0,4900.0,13,Sufficient Data
Aero Commander-100,4.0,7.0,8.0,23.0,4900.0,24,Sufficient Data
CESSNA-172RG,4.0,9.0,2.0,65.0,4900.0,45,Sufficient Data
AEROSPATIALE-AS350B,9.0,1.0,1.0,2.0,4900.0,3,5 or less events
Gulfstream American-AA-5A,8.0,2.0,3.0,5.0,4900.0,8,10 or less events
DIAMOND AIRCRAFT IND INC-DA 40,7.0,3.0,5.0,28.0,4900.0,23,Sufficient Data
Pilatus-PC12,9.0,0.0,4.0,10.0,4900.0,4,5 or less events
BELL HELICOPTER TEXTRON-206L-1,6.0,5.0,4.0,15.0,4900.0,13,Sufficient Data
Cessna-185E,6.0,4.0,7.0,54.0,4900.0,28,Sufficient Data
CESSNA-414,4.0,7.0,9.0,22.0,5000.0,16,Sufficient Data
Lockheed-382G,10.0,0.0,0.0,7.0,5000.0,3,5 or less events
Bell-206-L3,2.0,9.0,13.0,5.0,5000.0,8,10 or less events
Cessna-180G,8.0,3.0,1.0,16.0,5000.0,15,Sufficient Data
Mitsubishi-MU-2B,8.0,2.0,4.0,6.0,5000.0,8,10 or less events
CESSNA-500,10.0,0.0,0.0,11.0,5000.0,6,10 or less events
Piper-PA60,10.0,0.0,0.0,7.0,5000.0,7,10 or less events
Cessna-150D,6.0,6.0,2.0,34.0,5000.0,33,Sufficient Data
CIRRUS-SR-22,10.0,0.0,0.0,3.0,5000.0,6,10 or less events
MITSUBISHI-MU2B,10.0,0.0,0.0,0.0,5000.0,3,5 or less events
PIPER-PA 31,10.0,0.0,0.0,10.0,5000.0,4,5 or less events
ROCKWELL INTERNATIONAL-690B,10.0,0.0,0.0,3.0,5000.0,5,5 or less events
Rockwell-112B,7.0,4.0,3.0,6.0,5000.0,7,10 or less events
BEECH-C35,9.0,1.0,3.0,9.0,5100.0,11,Sufficient Data
BEECH-300,10.0,0.0,1.0,23.0,5100.0,7,10 or less events
British Aerospace-BAE-3101,8.0,2.0,5.0,2.0,5100.0,4,5 or less events
CESSNA-172F,4.0,9.0,4.0,16.0,5100.0,24,Sufficient Data
Mbb-BO-105C,9.0,2.0,0.0,5.0,5100.0,5,5 or less events
CESSNA-207A,2.0,12.0,5.0,33.0,5100.0,16,Sufficient Data
Piper-PA 31T,10.0,0.0,1.0,0.0,5100.0,2,5 or less events
Piper-PA-28-180D,5.0,7.0,5.0,2.0,5100.0,7,10 or less events
RAYTHEON AIRCRAFT COMPANY-58,10.0,0.0,1.0,4.0,5100.0,5,5 or less events
Boeing-747-136,0.0,3.0,42.0,2150.0,5100.0,6,10 or less events
Aero Commander-112,9.0,1.0,3.0,14.0,5100.0,11,Sufficient Data
Piper-PA23,10.0,0.0,1.0,8.0,5100.0,10,10 or less events
CESSNA-182A,4.0,10.0,1.0,46.0,5100.0,33,Sufficient Data
DEHAVILLAND-DHC-2,4.0,9.0,4.0,28.0,5100.0,10,10 or less events
Piper-PA-36-375,8.0,3.0,2.0,10.0,5100.0,20,Sufficient Data
MAULE-M7,6.0,6.0,3.0,2.0,5100.0,7,10 or less events
Beech-35-33,8.0,4.0,0.0,9.0,5200.0,10,10 or less events
RANS-S12,9.0,2.0,1.0,2.0,5200.0,10,10 or less events
Ayres-S2R,6.0,6.0,4.0,29.0,5200.0,44,Sufficient Data
CESSNA-182L,7.0,5.0,2.0,20.0,5200.0,13,Sufficient Data
Beech-35-C33A,9.0,2.0,1.0,6.0,5200.0,7,10 or less events
Beech-BE-58,9.0,2.0,1.0,28.0,5200.0,20,Sufficient Data
EUROCOPTER-EC 130 B4,5.0,9.0,0.0,19.0,5200.0,7,10 or less events
Cessna-195A,8.0,4.0,1.0,49.0,5300.0,28,Sufficient Data
North American-AT-6D,9.0,2.0,2.0,14.0,5300.0,16,Sufficient Data
Eipper-QUICKSILVER MX,7.0,6.0,0.0,0.0,5300.0,13,Sufficient Data
Maule-M-6-235,9.0,2.0,2.0,21.0,5300.0,19,Sufficient Data
Aerotek-PITTS S-2A,9.0,2.0,3.0,13.0,5400.0,12,Sufficient Data
Aero Commander-500S,10.0,1.0,1.0,9.0,5400.0,8,10 or less events
CESSNA-172L,7.0,6.0,1.0,23.0,5400.0,19,Sufficient Data
Douglas-DC-8-61,5.0,4.0,17.0,137.0,5400.0,5,5 or less events
Beech-B95,10.0,1.0,1.0,9.0,5400.0,9,10 or less events
Air Tractor-AT-502,7.0,5.0,4.0,23.0,5400.0,37,Sufficient Data
Cessna-A185E,5.0,5.0,14.0,62.0,5400.0,41,Sufficient Data
CESSNA-A188,10.0,1.0,1.0,7.0,5400.0,18,Sufficient Data
BEECH-A35,9.0,2.0,3.0,4.0,5400.0,9,10 or less events
AIR TRACTOR INC-AT-602,7.0,6.0,1.0,13.0,5400.0,26,Sufficient Data
Great Lakes-2T-1A-2,6.0,6.0,6.0,38.0,5400.0,34,Sufficient Data
PIPER-PA-23,10.0,0.0,4.0,4.0,5400.0,8,10 or less events
Mooney-M20B,9.0,1.0,6.0,9.0,5400.0,14,Sufficient Data
Mcdonnell Douglas-DC-9-31,2.0,2.0,38.0,887.0,5400.0,15,Sufficient Data
Consolidated-vultee-PBY-6A,9.0,3.0,0.0,0.0,5400.0,2,5 or less events
Bellanca-7GCAA,8.0,3.0,5.0,16.0,5400.0,24,Sufficient Data
Bell-206A,6.0,5.0,9.0,26.0,5400.0,14,Sufficient Data
Cessna-180B,7.0,5.0,4.0,35.0,5400.0,26,Sufficient Data
EUROCOPTER-EC135,10.0,1.0,1.0,1.0,5400.0,3,5 or less events
Cessna-P206C,9.0,3.0,0.0,3.0,5400.0,5,5 or less events
Beech-95-B55B,11.0,0.0,0.0,12.0,5500.0,9,10 or less events
Grumman-AA-5,6.0,6.0,7.0,22.0,5500.0,20,Sufficient Data
Piper-PA-14,8.0,3.0,6.0,39.0,5500.0,28,Sufficient Data
Navion-A,5.0,7.0,9.0,22.0,5500.0,21,Sufficient Data
Aero Commander-680,10.0,1.0,2.0,8.0,5500.0,9,10 or less events
Piper-PA28-161,10.0,1.0,2.0,8.0,5500.0,9,10 or less events
Ryan-NAVION A,6.0,3.0,16.0,5.0,5500.0,13,Sufficient Data
Cessna-320,10.0,1.0,2.0,21.0,5500.0,19,Sufficient Data
PIPER-PA 28-181,5.0,7.0,9.0,25.0,5500.0,22,Sufficient Data
Cessna-310I,11.0,0.0,1.0,8.0,5600.0,10,10 or less events
Cessna-335,9.0,3.0,2.0,9.0,5600.0,10,10 or less events
Piper-J3C,8.0,4.0,4.0,22.0,5600.0,27,Sufficient Data
