Identifier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Risk.Score,Event.Count,Flag
SCHWEIZER-SGS 2 33A,0.0,1.0,1.0,3.0,400.0,3,5 or less events
Taylorcraft-15A,0.0,0.0,4.0,3.0,400.0,3,5 or less events
Rockwell-680FL,0.0,1.0,1.0,0.0,400.0,2,5 or less events
NORTH AMERICAN-T 6G,0.0,1.0,1.0,1.0,400.0,2,5 or less events
Beech-BE-19,0.0,1.0,1.0,8.0,400.0,6,10 or less events
SCHWEIZER AIRCRAFT CORP-G-164B,0.0,1.0,1.0,8.0,400.0,10,10 or less events
Fokker-DR-1,0.0,1.0,1.0,1.0,400.0,3,5 or less events
Robinson-R22-BETA,0.0,1.0,1.0,2.0,400.0,2,5 or less events
Rolladen-schneider-LS-3,0.0,1.0,1.0,0.0,400.0,2,5 or less events
Hughes-500,0.0,1.0,1.0,11.0,400.0,4,5 or less events
Beech-BE35,0.0,1.0,1.0,3.0,400.0,2,5 or less events
Beech-C45H,0.0,1.0,1.0,6.0,400.0,4,5 or less events
TAYLORCRAFT AVIATION CORP-F19,0.0,1.0,1.0,6.0,400.0,5,5 or less events
TAYLORCRAFT-BC 65,0.0,1.0,1.0,1.0,400.0,2,5 or less events
Beech-C-35,0.0,0.0,4.0,5.0,400.0,3,5 or less events
GRUMMAN-G 164,0.0,1.0,1.0,0.0,400.0,2,5 or less events
Mcdonnell Douglas-MD369D,0.0,0.0,4.0,8.0,400.0,2,5 or less events
S.n.i.a.s.-AS350D,0.0,1.0,1.0,4.0,400.0,3,5 or less events
TEXAS HELICOPTER CORP-OH-13E/M74,0.0,1.0,1.0,2.0,400.0,4,5 or less events
Mcdonnell Douglas-DC-9-51,0.0,1.0,1.0,853.0,400.0,10,10 or less events
Robinson-R22 Beta II,0.0,1.0,1.0,1.0,400.0,2,5 or less events
Robinson-R-22HP,0.0,1.0,1.0,5.0,400.0,5,5 or less events
Eller-BD-5B,0.0,1.0,1.0,0.0,400.0,2,5 or less events
Helio-HT-295,0.0,1.0,1.0,3.0,400.0,2,5 or less events
British Aerospace-BAE-ATP,0.0,1.0,1.0,61.0,400.0,3,5 or less events
Mikoyan Mig-MIG 15UTI,0.0,1.0,1.0,1.0,400.0,2,5 or less events
Callair-A-3,0.0,1.0,1.0,1.0,400.0,2,5 or less events
Stoddard Hamilton-GLASAIR II,0.0,1.0,1.0,2.0,400.0,3,5 or less events
Kaman-K-1200,0.0,1.0,1.0,3.0,400.0,5,5 or less events
Burkhart Grob-G103 TWIN ASTIR,0.0,1.0,1.0,3.0,400.0,3,5 or less events
Kaman-HH43F,0.0,1.0,1.0,0.0,400.0,2,5 or less events
Ayres-S2R-R1820,0.0,1.0,1.0,0.0,400.0,2,5 or less events
Thatcher-CX4,0.0,1.0,1.0,0.0,400.0,2,5 or less events
Hiller-UH-12ET,0.0,1.0,1.0,5.0,400.0,5,5 or less events
Beech-A24,0.0,0.0,4.0,0.0,400.0,2,5 or less events
Hiller-UH12-E,0.0,1.0,1.0,2.0,400.0,3,5 or less events
Taylorcraft-F21B,0.0,1.0,1.0,1.0,400.0,2,5 or less events
FPNA LLC-A-22 VALOR,0.0,1.0,1.0,1.0,400.0,2,5 or less events
CESSNA-R172E,0.0,1.0,1.0,3.0,400.0,5,5 or less events
CESSNA-P206B,0.0,0.0,4.0,2.0,400.0,2,5 or less events
AIR TRACTOR INC-AT-401,0.0,1.0,1.0,5.0,400.0,7,10 or less events
Fairchild-M-62,0.0,1.0,1.0,1.0,400.0,2,5 or less events
NORTH AMERICAN-SNJ-4,0.0,1.0,1.0,2.0,400.0,2,5 or less events
Brantly Helicopter-B2B,0.0,1.0,1.0,2.0,400.0,2,5 or less events
BEECH-B23,0.0,1.0,1.0,6.0,400.0,5,5 or less events
BORING ROBERT BURTON-RV6A,0.0,1.0,1.0,2.0,400.0,2,5 or less events
Sikorsky-S-55C,0.0,1.0,1.0,0.0,400.0,2,5 or less events
Waco-RNF,0.0,0.0,4.0,1.0,400.0,3,5 or less events
Schweizer-1-35C,0.0,1.0,1.0,0.0,400.0,2,5 or less events
DEHAVILLAND-BEAVER DHC-2,0.0,1.0,1.0,11.0,400.0,3,5 or less events
Air Tractor-AT 602,0.0,1.0,1.0,11.0,400.0,12,Sufficient Data
Piper-J-4E,0.0,1.0,1.0,2.0,400.0,2,5 or less events
Mooney-M20-K,0.0,1.0,1.0,5.0,400.0,4,5 or less events
BOEING-737-924ER,0.0,1.0,1.0,340.0,400.0,3,5 or less events
Sikorsky-S-58J,0.0,1.0,1.0,4.0,400.0,4,5 or less events
BOEING-737-700,0.0,1.0,1.0,362.0,400.0,5,5 or less events
AMERICAN AVIATION-AA1,0.0,1.0,1.0,1.0,400.0,2,5 or less events
Piper-PA 12,0.0,1.0,1.0,28.0,400.0,18,Sufficient Data
AMERICAN CHAMPION AIRCRAFT-7GCAA,0.0,1.0,1.0,7.0,400.0,5,5 or less events
Cessna-T310Q,0.0,1.0,1.0,5.0,400.0,5,5 or less events
Wsk Pzl Krosno-KR-03A,0.0,1.0,1.0,4.0,400.0,4,5 or less events
Bell-206-L4,0.0,1.0,1.0,13.0,400.0,7,10 or less events
Bell-47G-4A,0.0,0.0,4.0,18.0,400.0,15,Sufficient Data
Schweizer-SGS-2-33,0.0,1.0,1.0,4.0,400.0,3,5 or less events
PIPER-PA-18-125,0.0,1.0,1.0,1.0,400.0,2,5 or less events
ZENITH-CH-750,0.0,1.0,1.0,0.0,400.0,2,5 or less events
Alon-A-2A,0.0,1.0,1.0,1.0,400.0,2,5 or less events
Airbus-A320,0.0,0.0,4.0,690.0,400.0,9,10 or less events
Bell-206BII,0.0,0.0,4.0,8.0,400.0,5,5 or less events
Grumman-Schweizer-G-164B,0.0,1.0,1.0,2.0,400.0,4,5 or less events
Bellanca-7FC,0.0,1.0,1.0,1.0,400.0,2,5 or less events
BELCHER WILLIAM B II-FIRESTAR,0.0,1.0,1.0,0.0,400.0,2,5 or less events
Mooney-M-20-J,0.0,0.0,4.0,2.0,400.0,2,5 or less events
Boeing-727-243,0.0,1.0,1.0,515.0,400.0,4,5 or less events
Aerotek-ZUNI,0.0,1.0,1.0,0.0,400.0,2,5 or less events
Aerospatiale-AS-350,0.0,1.0,1.0,8.0,400.0,3,5 or less events
Boeing-727-100,0.0,1.0,1.0,516.0,400.0,10,10 or less events
Schleicher-ASW-20L,0.0,1.0,1.0,0.0,400.0,2,5 or less events
BOEING-777 - 236,0.0,1.0,1.0,197.0,400.0,2,5 or less events
BOEING-777-200,0.0,1.0,1.0,198.0,400.0,2,5 or less events
Zengel-RV-4,0.0,1.0,1.0,0.0,400.0,2,5 or less events
BEECH-A23-24,0.0,1.0,1.0,11.0,400.0,5,5 or less events
Piper-PA-28-R,0.0,1.0,1.0,1.0,400.0,2,5 or less events
Semco-CHALLENGER,0.0,1.0,1.0,0.0,400.0,2,5 or less events
AEROSTAR INTERNATIONAL INC-RAVEN S49A,0.0,1.0,1.0,2.0,400.0,2,5 or less events
Classic Aircraft Corp.-WACO YMF-5,0.0,0.0,4.0,2.0,400.0,2,5 or less events
Cosmos-Phase II,0.0,1.0,1.0,1.0,400.0,2,5 or less events
BOEING-767-332,0.0,1.0,1.0,696.0,400.0,5,5 or less events
Bell-47-G2,0.0,1.0,1.0,8.0,400.0,8,10 or less events
Douglas-DC-9-82,0.0,1.0,1.0,309.0,400.0,3,5 or less events
Bell-204-B,0.0,1.0,1.0,3.0,400.0,4,5 or less events
Boeing-707-323C,0.0,1.0,1.0,323.0,400.0,6,10 or less events
PIPER-PA60,1.0,0.0,0.0,2.0,500.0,3,5 or less events
CESSNA-F172N,1.0,0.0,0.0,0.0,500.0,2,5 or less events
BELL-HH-1H,1.0,0.0,0.0,7.0,500.0,2,5 or less events
PIPER-PA38 - 112,1.0,0.0,0.0,2.0,500.0,2,5 or less events
CESSNA-FA150,1.0,0.0,0.0,1.0,500.0,2,5 or less events
DIAMOND-HK36,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Air Tractor-AT-301A,0.0,1.0,2.0,5.0,500.0,8,10 or less events
Cessna-T310,1.0,0.0,0.0,4.0,500.0,3,5 or less events
Fairchild-24G,1.0,0.0,0.0,4.0,500.0,4,5 or less events
MCDONNELL DOUGLAS-600,0.0,1.0,2.0,1.0,500.0,2,5 or less events
Texas Helicopter-M74,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Aero Commander-560F,1.0,0.0,0.0,10.0,500.0,3,5 or less events
BELL-47G 2,1.0,0.0,0.0,3.0,500.0,2,5 or less events
Dassault-DA-10,0.0,0.0,5.0,11.0,500.0,3,5 or less events
CESSNA-T188,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Evektor Aerotechnik-SPORTSTAR,1.0,0.0,0.0,3.0,500.0,4,5 or less events
North American-SNJ-2,1.0,0.0,0.0,7.0,500.0,5,5 or less events
Cessna-T210H,0.0,0.0,5.0,10.0,500.0,6,10 or less events
Teal-TSC-1A2,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Raven-S60A,0.0,1.0,2.0,10.0,500.0,3,5 or less events
FAIRCHILD-SA227,1.0,0.0,0.0,13.0,500.0,4,5 or less events
Ayres-S2R-R3S,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Taylorcraft-TC-19,1.0,0.0,0.0,2.0,500.0,3,5 or less events
BEECH-D17S,1.0,0.0,0.0,15.0,500.0,7,10 or less events
North American-AT-6C,1.0,0.0,0.0,3.0,500.0,3,5 or less events
CESSNA-320,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Champion-7GC,1.0,0.0,0.0,7.0,500.0,7,10 or less events
TEXAS HELICOPTER CORP-OH 13H/M74A,1.0,0.0,0.0,1.0,500.0,2,5 or less events
PIPER-PA-46-500TP,1.0,0.0,0.0,11.0,500.0,5,5 or less events
BELL-206B-III,1.0,0.0,0.0,3.0,500.0,3,5 or less events
CESSNA-210F,1.0,0.0,0.0,4.0,500.0,3,5 or less events
Czech Aircraft Works-Sportcruiser,0.0,1.0,2.0,0.0,500.0,2,5 or less events
Czech Aircraft Works-Sport Cruiser,1.0,0.0,0.0,1.0,500.0,2,5 or less events
PIPER-PA-36-285,0.0,1.0,2.0,5.0,500.0,8,10 or less events
Christen Industries-A-1 HUSKY,1.0,0.0,0.0,1.0,500.0,2,5 or less events
TAYLORCRAFT-BC12-D1,1.0,0.0,0.0,5.0,500.0,4,5 or less events
Zenair-CH601,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Rotorway-SCORPION 133,1.0,0.0,0.0,2.0,500.0,3,5 or less events
Cirrus Design Corp.-SR20,1.0,0.0,0.0,3.0,500.0,3,5 or less events
BELL-204,1.0,0.0,0.0,0.0,500.0,3,5 or less events
Forney-F-1,1.0,0.0,0.0,9.0,500.0,7,10 or less events
AMERICAN LEGEND AIRCRAFT CO-AL3,0.0,1.0,2.0,15.0,500.0,13,Sufficient Data
Air Tractor-AT-802A,1.0,0.0,0.0,5.0,500.0,6,10 or less events
MORRISEY-2150A,1.0,0.0,0.0,1.0,500.0,2,5 or less events
DIAMOND-DA 20-C1,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Air Tractor-AT-402A,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Cessna-TU206A,1.0,0.0,0.0,12.0,500.0,6,10 or less events
I.c.a. Brasov-IS-29D2,1.0,0.0,0.0,3.0,500.0,3,5 or less events
CESSNA-510,1.0,0.0,0.0,13.0,500.0,5,5 or less events
MITSUBISHI-MU 2B-25,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Ercoupe (eng & Research Corp.)-G,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Rockwell-690C,1.0,0.0,0.0,10.0,500.0,4,5 or less events
I.c.a. Brasov-IS-29D,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Nord (sncan)-STAMPE SV4C,1.0,0.0,0.0,7.0,500.0,5,5 or less events
CESSNA-404,1.0,0.0,0.0,5.0,500.0,4,5 or less events
AYRES CORPORATION-S2R,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Beech-BE-18,1.0,0.0,0.0,3.0,500.0,4,5 or less events
Air Tractor-AT-502A,1.0,0.0,0.0,2.0,500.0,3,5 or less events
PIPER-PA28 - 161,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Rockwell-S2-R,1.0,0.0,0.0,3.0,500.0,4,5 or less events
CHAMPION-7HC,1.0,0.0,0.0,3.0,500.0,3,5 or less events
Piper-PA-32-301R,1.0,0.0,0.0,3.0,500.0,2,5 or less events
Cessna-R-182,1.0,0.0,0.0,2.0,500.0,3,5 or less events
Maule-M5-210C,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Pipistrel-Virus 912,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Pitts Special-S-1C,0.0,1.0,2.0,2.0,500.0,5,5 or less events
Pitts-S-1C,0.0,1.0,2.0,3.0,500.0,5,5 or less events
Piper-PA 28R-200,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Piper-PA 23,1.0,0.0,0.0,2.0,500.0,3,5 or less events
Pitts-S1-T,1.0,0.0,0.0,2.0,500.0,2,5 or less events
AERO COMMANDER-500 B,1.0,0.0,0.0,2.0,500.0,2,5 or less events
American-AA-5,0.0,1.0,2.0,5.0,500.0,4,5 or less events
PIPER-L 21B,0.0,1.0,2.0,0.0,500.0,2,5 or less events
PIPER-PA 32R-301T,0.0,1.0,2.0,2.0,500.0,3,5 or less events
Cessna-C-150,0.0,1.0,2.0,9.0,500.0,7,10 or less events
American Aerolights-EAGLE 2,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Volksplane-VP-1,1.0,0.0,0.0,1.0,500.0,2,5 or less events
LUSCOMBE-8C,1.0,0.0,0.0,2.0,500.0,2,5 or less events
ARION-LIGHTNING,0.0,1.0,2.0,0.0,500.0,2,5 or less events
AIRBUS-A350,1.0,0.0,0.0,6.0,500.0,2,5 or less events
EVEKTOR-AEROTECHNIK AS-SPORTSTAR,0.0,1.0,2.0,22.0,500.0,19,Sufficient Data
Piper-PA32RT-300T,1.0,0.0,0.0,2.0,500.0,2,5 or less events
AERO VODOCHODY-L39,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Cessna-303,1.0,0.0,0.0,5.0,500.0,3,5 or less events
American Aviation-AA 5,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Maule-MX-7-180,0.0,1.0,2.0,14.0,500.0,10,10 or less events
EMBRAER-E190,0.0,0.0,5.0,97.0,500.0,2,5 or less events
BOEING-787-9,0.0,1.0,2.0,986.0,500.0,7,10 or less events
Let-L-23 SUPER BLANIK,0.0,1.0,2.0,2.0,500.0,3,5 or less events
American Champion (ACAC)-7GCBC,1.0,0.0,0.0,1.0,500.0,2,5 or less events
EUROCOPTER DEUTSCHLAND GMBH-MBB BK 117 C-2,1.0,0.0,0.0,10.0,500.0,3,5 or less events
American Champion (acac)-8KCAB,1.0,0.0,0.0,3.0,500.0,3,5 or less events
Cessna-205A,0.0,1.0,2.0,9.0,500.0,6,10 or less events
Piper-PA28-201T,1.0,0.0,0.0,6.0,500.0,4,5 or less events
American Aviation-AA 1,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Piper-PA28-236,1.0,0.0,0.0,5.0,500.0,4,5 or less events
Luscombe-8-A,1.0,0.0,0.0,7.0,500.0,4,5 or less events
Piper-PA30,1.0,0.0,0.0,3.0,500.0,2,5 or less events
EUROCOPTER DEUTSCHLAND GMBH-EC 135,1.0,0.0,0.0,10.0,500.0,4,5 or less events
AERO SP Z O O-AT-4 LSA,1.0,0.0,0.0,2.0,500.0,3,5 or less events
BELL HELICOPTER CO-206B,1.0,0.0,0.0,2.0,500.0,2,5 or less events
QUICKSILVER-GT400,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Eagle Aircraft Co.-EAGLE DW-1,1.0,0.0,0.0,1.0,500.0,2,5 or less events
BELLANCA-17 30,0.0,1.0,2.0,5.0,500.0,6,10 or less events
Piper-J-3C-65,0.0,0.0,5.0,5.0,500.0,7,10 or less events
PIPER-PA 34-200T,1.0,0.0,0.0,3.0,500.0,3,5 or less events
Unknown-UNKNOWN,1.0,0.0,0.0,366.0,500.0,2,5 or less events
MCDONNELL DOUGLAS HELI CO-369,1.0,0.0,0.0,1.0,500.0,2,5 or less events
WSK PZL MIELEC-M 18A,1.0,0.0,0.0,2.0,500.0,3,5 or less events
Piper-602P,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Cessna-E162,0.0,1.0,2.0,1.0,500.0,3,5 or less events
BELL-UH1B,1.0,0.0,0.0,1.0,500.0,3,5 or less events
Wsk Pzl Warzawa-okecie-PZL-104 WILGA 80,0.0,1.0,2.0,2.0,500.0,3,5 or less events
COSMOS-PHASE II,1.0,0.0,0.0,1.0,500.0,2,5 or less events
ROBINSON-R22 BETA,1.0,0.0,0.0,3.0,500.0,3,5 or less events
Thunder And Colt-AX7-77,0.0,1.0,2.0,2.0,500.0,2,5 or less events
XTREMEAIR GMBH-XA42,1.0,0.0,0.0,1.0,500.0,2,5 or less events
AIRBORNE WINDSPORTS PTY LTD-XT-912-L,0.0,1.0,2.0,0.0,500.0,2,5 or less events
Bell-47G4A,0.0,1.0,2.0,0.0,500.0,3,5 or less events
PIPER-PA 38-112,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Beech-50,1.0,0.0,0.0,2.0,500.0,3,5 or less events
Wsk Pzl Mielec-M18A,1.0,0.0,0.0,2.0,500.0,3,5 or less events
Beech-36TC,1.0,0.0,0.0,5.0,500.0,3,5 or less events
Cessna-C-177B,1.0,0.0,0.0,1.0,500.0,2,5 or less events
De Havilland-DHC8,1.0,0.0,0.0,84.0,500.0,5,5 or less events
LET-L 33 SOLO,1.0,0.0,0.0,3.0,500.0,4,5 or less events
Cessna-C-188,1.0,0.0,0.0,1.0,500.0,2,5 or less events
PIPER-AEROSTAR 6,1.0,0.0,0.0,3.0,500.0,2,5 or less events
Vans-RV-8,1.0,0.0,0.0,4.0,500.0,3,5 or less events
PIPER AIRCRAFT-PA-25-235,1.0,0.0,0.0,0.0,500.0,2,5 or less events
RANS-S20,1.0,0.0,0.0,1.0,500.0,2,5 or less events
De Havilland-DHC-7-102,0.0,1.0,2.0,147.0,500.0,5,5 or less events
AYRES CORPORATION-S2R T34,1.0,0.0,0.0,3.0,500.0,4,5 or less events
Cessna-C206,0.0,1.0,2.0,5.0,500.0,3,5 or less events
Cessna-C337,1.0,0.0,0.0,6.0,500.0,2,5 or less events
RAYTHEON AIRCRAFT COMPANY-B200,1.0,0.0,0.0,9.0,500.0,5,5 or less events
AIRBUS INDUSTRIE-A319-132,0.0,1.0,2.0,235.0,500.0,2,5 or less events
Cessna-150-J,0.0,1.0,2.0,5.0,500.0,3,5 or less events
PIPER AIRCRAFT INC-PA-28-181,1.0,0.0,0.0,1.0,500.0,3,5 or less events
Beech-35A,1.0,0.0,0.0,4.0,500.0,3,5 or less events
BELL-UH 1B,1.0,0.0,0.0,1.0,500.0,2,5 or less events
AIR TRACTOR-AT-400,1.0,0.0,0.0,1.0,500.0,3,5 or less events
CHRISTEN INDUSTRIES INC-A 1,1.0,0.0,0.0,2.0,500.0,3,5 or less events
AIR TRACTOR INC-AT 402,1.0,0.0,0.0,2.0,500.0,3,5 or less events
BEECH-95 55,1.0,0.0,0.0,3.0,500.0,3,5 or less events
SIKORSKY-S-55B,1.0,0.0,0.0,4.0,500.0,3,5 or less events
Mitsubishi-MU2B,1.0,0.0,0.0,4.0,500.0,2,5 or less events
Mooney-M20-M,1.0,0.0,0.0,2.0,500.0,2,5 or less events
NORTH AMERICAN-NAVION A,1.0,0.0,0.0,1.0,500.0,2,5 or less events
HOWARD AIRCRAFT-DGA 15P,1.0,0.0,0.0,1.0,500.0,2,5 or less events
NORTH AMERICAN-SNJ-5,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Grumman-FM-2,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Schweizer-269B,1.0,0.0,0.0,2.0,500.0,2,5 or less events
AVIAT-A-1C-180,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Hiller-soloy-UH-12E,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Hispano Aviacion-HA-200,1.0,0.0,0.0,2.0,500.0,2,5 or less events
SCHWEIZER-SGS 1-34,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Beech-D-50,1.0,0.0,0.0,2.0,500.0,2,5 or less events
NORTH AMERICAN-T-28A,1.0,0.0,0.0,2.0,500.0,2,5 or less events
AEROPRO CZ-A220,1.0,0.0,0.0,5.0,500.0,4,5 or less events
SCHWEIZER-269C 1,1.0,0.0,0.0,5.0,500.0,4,5 or less events
AEROPRO CZ S R O-A240,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Boeing-727-225A,0.0,1.0,2.0,1130.0,500.0,9,10 or less events
Sikorsky-S-58F,1.0,0.0,0.0,1.0,500.0,2,5 or less events
CESSNA-177 RG,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Bell-214ST,0.0,0.0,5.0,20.0,500.0,2,5 or less events
Boeing-707-300,1.0,0.0,0.0,42.0,500.0,2,5 or less events
SIKORSKY-S-76A,0.0,1.0,2.0,9.0,500.0,2,5 or less events
Schreder-RS-15,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Grumman-AA1C,0.0,0.0,5.0,2.0,500.0,4,5 or less events
Snow-S2C,1.0,0.0,0.0,9.0,500.0,10,10 or less events
Aerospatiale-AS-355-F2,1.0,0.0,0.0,1.0,500.0,2,5 or less events
BEECH-B36,1.0,0.0,0.0,5.0,500.0,3,5 or less events
NORTH AMERICAN-AT-6D,0.0,1.0,2.0,4.0,500.0,5,5 or less events
British Aerospace-ATP,0.0,1.0,2.0,82.0,500.0,3,5 or less events
Helio-H-700,1.0,0.0,0.0,6.0,500.0,2,5 or less events
Glasflugel-H-301,1.0,0.0,0.0,2.0,500.0,3,5 or less events
STOLP STARDUSTER-SA-300,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Globe-GC1B,0.0,1.0,2.0,5.0,500.0,5,5 or less events
AVID-MARK IV,1.0,0.0,0.0,1.0,500.0,2,5 or less events
SUKHOI-SU-31,1.0,0.0,0.0,0.0,500.0,2,5 or less events
CAMPBELL EARL S JR-RV-6A,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Bell-47-D1,0.0,1.0,2.0,11.0,500.0,9,10 or less events
Great Lakes-2T-1A,1.0,0.0,0.0,4.0,500.0,4,5 or less events
Southwest Florida Aviation-SW204,1.0,0.0,0.0,2.0,500.0,3,5 or less events
Hayes-LONG-EZ,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Hiller-UH-12A,0.0,1.0,2.0,5.0,500.0,5,5 or less events
Boeing-B-17G,0.0,1.0,2.0,12.0,500.0,2,5 or less events
Beech-V35-B,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Grumman American-AA1C,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Beech-V35-TC,1.0,0.0,0.0,1.0,500.0,2,5 or less events
AEROSTAR ACFT CORP OF TEXAS-M20E,0.0,1.0,2.0,0.0,500.0,2,5 or less events
Grumman-AA1,0.0,1.0,2.0,1.0,500.0,3,5 or less events
Swearingen-SA226-T,1.0,0.0,0.0,5.0,500.0,2,5 or less events
Boeing-747-200B,1.0,0.0,0.0,506.0,500.0,2,5 or less events
Grob-G103,1.0,0.0,0.0,1.0,500.0,2,5 or less events
SCHLEICHER-ASW-20B,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Beech-G33,1.0,0.0,0.0,2.0,500.0,2,5 or less events
Mooney-M-20,1.0,0.0,0.0,7.0,500.0,4,5 or less events
SCHLEICHER-ASW-19B,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Bellanca-BL17-30,0.0,1.0,2.0,0.0,500.0,2,5 or less events
AEROTRIKE-SAFARI,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Grumman-TBM-3E,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Gulfstream American-690C,1.0,0.0,0.0,7.0,500.0,3,5 or less events
CESSNA-180J,0.0,1.0,2.0,35.0,500.0,22,Sufficient Data
Grumman-schweizer-G164-B,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Bell-UH-1E,0.0,1.0,2.0,2.0,500.0,4,5 or less events
CESSNA-180G,0.0,1.0,2.0,4.0,500.0,3,5 or less events
Grumman-schweizer-G-164C,1.0,0.0,0.0,1.0,500.0,2,5 or less events
Beech-C33A,1.0,0.0,0.0,4.0,500.0,2,5 or less events
CESSNA-180F,1.0,0.0,0.0,7.0,500.0,3,5 or less events
Ryan-ST-A,1.0,0.0,0.0,6.0,500.0,4,5 or less events
BEECH-A24R,0.0,1.0,2.0,0.0,500.0,3,5 or less events
Boeing Stearman-B75N1,1.0,0.0,0.0,8.0,500.0,5,5 or less events
Bell-47-G3B1,0.0,1.0,2.0,1.0,500.0,4,5 or less events
Bell-47-G3B,1.0,0.0,0.0,3.0,500.0,3,5 or less events
Mcdonnell Douglas-MD88,0.0,1.0,2.0,295.0,500.0,2,5 or less events
Bell-UH1B,1.0,0.0,0.0,2.0,500.0,3,5 or less events
Bell-47G2A,1.0,0.0,0.0,4.0,500.0,4,5 or less events
AIR TRACTOR INC-AT 402A,0.0,2.0,0.0,1.0,600.0,3,5 or less events
Balloon Works-FF-7,0.0,2.0,0.0,3.0,600.0,2,5 or less events
AIR TRACTOR INC-AT 402B,0.0,2.0,0.0,3.0,600.0,5,5 or less events
Volksplane-WE-1,0.0,2.0,0.0,0.0,600.0,2,5 or less events
BURKHART GROB-G103C TWIN III ACRO,1.0,0.0,1.0,1.0,600.0,2,5 or less events
BEECH-400,0.0,2.0,0.0,1.0,600.0,2,5 or less events
Lake-LA4,0.0,1.0,3.0,6.0,600.0,4,5 or less events
Pitts-S-1E,1.0,0.0,1.0,0.0,600.0,2,5 or less events
Piper-PA44,0.0,2.0,0.0,2.0,600.0,2,5 or less events
Ryan-ST-3KR,0.0,1.0,3.0,4.0,600.0,5,5 or less events
ENGINEERING & RESEARCH-415-C,0.0,2.0,0.0,5.0,600.0,4,5 or less events
Boeing-75A,0.0,2.0,0.0,1.0,600.0,2,5 or less events
Aero Commander-CALLAIR A-9A,0.0,2.0,0.0,0.0,600.0,2,5 or less events
ENSTROM-F-28C,0.0,2.0,0.0,7.0,600.0,5,5 or less events
Boeing-767-231,0.0,0.0,6.0,315.0,600.0,2,5 or less events
PIPER-PA28 151,0.0,2.0,0.0,4.0,600.0,3,5 or less events
AVID-AVID FLYER,1.0,0.0,1.0,2.0,600.0,2,5 or less events
AIR TRACTOR INC-AT 401B,1.0,0.0,1.0,0.0,600.0,2,5 or less events
BOWERS FLY BABY-1-A,1.0,0.0,1.0,0.0,600.0,2,5 or less events
Boeing-A-75,1.0,0.0,1.0,8.0,600.0,6,10 or less events
WACO CLASSIC AIRCRAFT CORP-2T-1A-2,0.0,2.0,0.0,2.0,600.0,2,5 or less events
Saab-scania Ab (saab)-340A,0.0,2.0,0.0,98.0,600.0,5,5 or less events
PIPER-PA 16,0.0,2.0,0.0,8.0,600.0,7,10 or less events
Cessna-180E,0.0,2.0,0.0,7.0,600.0,4,5 or less events
Boeing-777-223,0.0,2.0,0.0,417.0,600.0,2,5 or less events
"Head Balloons, Inc.-AX7-77",0.0,1.0,3.0,3.0,600.0,2,5 or less events
PIPER-PA 44,0.0,2.0,0.0,2.0,600.0,2,5 or less events
ZLIN-Z242L,1.0,0.0,1.0,0.0,600.0,2,5 or less events
Christen Industries-S-2B,0.0,2.0,0.0,4.0,600.0,3,5 or less events
Aerostar-RX 8,0.0,2.0,0.0,8.0,600.0,3,5 or less events
